product_id,factor_id,nutrient_id,coefficient
32,6,22,1.0
32,2,22,1.0
32,5,22,1.0
45,5,22,1.0
45,5,22,1.0
45,8,22,1.0
33,2,22,0.75
33,6,22,0.75
33,3,22,1.0
33,8,22,0.65
14,6,22,0.8
14,3,22,1.0
77,6,22,0.85
77,2,22,0.85
77,3,22,0.65
77,7,22,1.0
77,8,22,1.0
27,6,22,0.65
27,2,22,1.0
27,5,22,0.65
27,3,22,1.0
85,6,22,0.0
4,6,22,0.0
15,6,22,0.0
2,6,22,0.0
35,6,22,0.0
85,3,22,1.0
4,3,22,1.0
15,3,22,1.0
55,6,22,1.0
84,6,22,1.0
1,6,22,1.0
17,6,22,1.0
55,3,22,1.0
84,3,22,1.0
1,3,22,1.0
17,3,22,1.0
35,5,22,1.0
2,5,22,1.0
38,6,22,1.0
82,6,22,1.0
65,6,22,1.0
78,6,22,1.0
64,6,22,1.0
22,6,22,1.0
21,6,22,1.0
3,6,22,1.0
9,6,22,1.0
74,6,22,1.0
47,6,22,1.0
83,6,22,1.0
75,6,22,1.0
37,6,22,1.0
38,5,22,0.95
82,5,22,0.95
65,5,22,0.95
78,5,22,0.95
64,5,22,0.95
22,5,22,0.95
21,5,22,0.95
3,5,22,0.95
9,5,22,0.95
74,5,22,0.95
47,5,22,0.95
83,5,22,0.95
75,5,22,1.0
37,5,22,1.0
38,2,22,1.0
82,2,22,1.0
65,2,22,1.0
78,2,22,1.0
64,2,22,1.0
22,2,22,1.0
21,2,22,1.0
3,2,22,1.0
9,2,22,1.0
74,2,22,1.0
47,2,22,1.0
83,2,22,1.0
38,4,22,1.0
82,4,22,1.0
65,4,22,1.0
78,4,22,1.0
64,4,22,1.0
22,4,22,1.0
21,4,22,1.0
3,4,22,1.0
9,4,22,1.0
74,4,22,1.0
47,4,22,1.0
83,4,22,1.0
23,6,22,1.0
23,5,22,1.0
23,2,22,1.0
23,4,22,0.95
72,6,22,1.0
72,7,22,1.0
68,6,22,1.0
68,7,22,1.0
68,2,22,1.0
68,5,22,1.0
11,5,22,0.75
76,5,22,0.8
76,6,22,0.75
60,6,22,1.0
60,4,22,1.0
91,5,22,0.85
13,8,22,1.0
30,8,22,1.0
42,8,22,1.0
49,8,22,1.0
53,8,22,1.0
59,8,22,1.0
87,8,22,1.0
13,5,22,1.0
30,5,22,1.0
42,5,22,1.0
49,5,22,1.0
53,5,22,1.0
59,5,22,1.0
87,5,22,1.0
